year,ccode,"wb_amount"
2019,KEN,7124964000
2019,KIR,..
2019,PRK,..
2019,KOR,..
2019,XKX,220056000
2019,KWT,..
2019,KGZ,657031000
2019,LAO,658619000
2019,LVA,..
2019,LBN,535836000
2019,LSO,362837000
2019,LBR,454936000
2019,LBY,..
2019,LIE,..
2019,LTU,..
2019,LUX,..
2019,MAC,..
2019,MDG,1686384000
2019,MWI,969287000
2019,MYS,..
2019,MDV,92171000
2019,MLI,1969641000
2019,MLT,..
2019,MHL,..
2019,MRT,387548000
2019,MUS,206946000
2019,MEX,14942252000
2019,FSM,..
2019,MDA,715612000
2019,MCO,..
2019,MNG,578939000
2019,MNE,243368000
2019,MAR,6414337000
2019,MOZ,3039196000
2019,MMR,1467678000
2019,NAM,..
2019,NRU,..
2019,NPL,2877236000
2019,NLD,..
2019,NCL,..
2019,NZL,..
2019,NIC,692201000
2019,NER,1346786000
2019,NGA,9959210000
2019,MKD,731618000
2019,MNP,..
2019,NOR,..
2019,OMN,..
2019,PAK,15304819000
2019,PLW,..
2019,PAN,1183067000
2019,PNG,445589000
2019,PRY,618675000
2019,PER,1564228000
2019,PHL,6455837000
2019,POL,..
2019,PRT,..
2019,PRI,..
2019,QAT,..
2019,ROU,4492268000
2019,RUS,315239000
2019,RWA,1897342000
2019,WSM,110283000
2019,SMR,..
2019,STP,11138000
2019,SAU,..
2019,SEN,2656661000
2019,SRB,2708129000
2019,SYC,..
2019,SLE,347957000
2019,SGP,..
2019,SXM,..
2019,SVK,..
2019,SVN,..
2019,SLB,38543000
2019,SOM,411338000
2019,ZAF,2239455000
2019,SSD,..
2019,ESP,..
2019,LKA,3225630000
2019,KNA,..
2019,LCA,86620000
2019,MAF,..
2019,VCT,69105000
2019,SDN,1201291000
2019,SUR,146000
2019,SWE,..
2019,CHE,..
2019,SYR,14052000
2019,TJK,341763000
2019,TZA,7340914000
2019,THA,927157000
2019,TLS,43173000
2019,TGO,165256000
2019,TON,42897000
2019,TTO,..
2019,TUN,3488749000
2019,TUR,11362440000
2019,TKM,..
2019,TCA,..
2019,TUV,..
2019,UGA,3442560000
2019,UKR,5360026000
2019,ARE,..
2019,GBR,..
2019,USA,..
2019,URY,..
2019,UZB,2723305000
2019,VUT,82984000
2019,VEN,..
2019,VNM,15326640000
2019,VIR,..
2019,PSE,..
2019,YEM,1504667000
2019,ZMB,1108251000
2019,ZWE,890386000
2019,AFE,..
2019,AFW,..
2019,ARB,..
2019,CSS,..
2019,CEB,..
2019,EAR,..
2019,EAS,..
2019,EAP,62218395000
2019,TEA,..
2019,EMU,..
2019,ECS,..
2019,ECA,39867769000
2019,TEC,..
2019,EUU,..
2019,FCS,..
2019,HPC,..
2019,HIC,..
2019,IBD,..
2019,IBT,..
2019,IDB,..
2019,IDX,79129915000
2019,IDA,..
2019,LTE,..
2019,LCN,..
2019,LAC,60459940000
2019,TLA,..
2019,LDC,..
2019,LMY,341495043000
2019,LIC,..
2019,LMC,177309910000
2019,MEA,..
2019,MNA,30045174000
2019,TMN,..
2019,MIC,309294986000
2019,NAC,..
2019,INX,..
2019,OED,..
2019,OSS,..
2019,PSS,..
2019,PST,..
2019,PRE,..
2019,SST,..
2019,SAS,74706278000
2019,TSA,..
2019,SSF,..
2019,SSA,74197487000
2019,TSS,..
2019,UMC,131985076000
2019,WLD,..
2020,AFG,344334000
2020,ALB,1417820000
2020,DZA,..
2020,ASM,..
2020,AND,..
2020,AGO,1746403000
2020,ATG,..
2020,ARG,7721162000
2020,ARM,1829698000
2020,ABW,..
2020,AUS,..
2020,AUT,..
2020,AZE,2098003000
2020,BHS,..
2020,BHR,..
2020,BGD,17571890000
2020,BRB,..
2020,BLR,955133000
2020,BEL,..
2020,BLZ,28045000
2020,BEN,1308810000
2020,BMU,..
2020,BTN,337038000
2020,BOL,1299904000
2020,BIH,1670181000
2020,BWA,193819000
2020,BRA,15681525000
2020,VGB,..
2020,BRN,..
2020,BGR,701430000
2020,BFA,2014124000
2020,BDI,139900000
2020,CPV,482136000
2020,KHM,684555000
2020,CMR,1915336000
2020,CAN,..
2020,CYM,..
2020,CAF,130405000
2020,TCD,180104000
2020,CHI,..
2020,CHL,..
2020,CHN,16235962000
2020,COL,11989038000
2020,COM,16663000
2020,COD,1520957000
2020,COG,342413000
2020,CRI,1020571000
2020,CIV,1882428000
2020,HRV,..
2020,CUB,..
2020,CUW,..
2020,CYP,..
2020,CZE,..
2020,DNK,..
2020,DJI,191295000
2020,DMA,51398000
2020,DOM,1182818000
2020,ECU,2595663000
2020,EGY,11993062000
2020,SLV,785795000
2020,GNQ,..
2020,ERI,449928000
2020,EST,..
2020,SWZ,42902000
2020,ETH,10990763000
2020,FRO,..
2020,FJI,142088000
2020,FIN,..
2020,FRA,..
2020,PYF,..
2020,GAB,680453000
2020,GMB,128072000
2020,GEO,2053749000
2020,DEU,..
2020,GHA,4477163000
2020,GIB,..
2020,GRC,..
2020,GRL,..
2020,GRD,161369000
2020,GUM,..
2020,GTM,1758127000
2020,GIN,572188000
2020,GNB,163658000
2020,GUY,90260000
2020,HTI,..
2020,HND,1033950000
2020,HKG,..
2020,HUN,..
2020,ISL,..
2020,IND,39576852000
2020,IDN,19668944000
2020,IRN,132453000
2020,IRQ,3618162000
2020,IRL,..
2020,IMN,..
2020,ISR,..
2020,ITA,..
2020,JAM,945400000
2020,JPN,..
2020,JOR,3329072000
2020,KAZ,3615097000
2020,KEN,9333613000
2020,KIR,..
2020,PRK,..
2020,KOR,..
2020,XKX,314359000
2020,KWT,..
2020,KGZ,677428000
2020,LAO,716804000
2020,LVA,..
2020,LBN,614655000
2020,LSO,399511000
2020,LBR,550147000
2020,LBY,..
2020,LIE,..
2020,LTU,..
2020,LUX,..
2020,MAC,..
2020,MDG,1874334000
2020,MWI,1104247000
2020,MYS,..
2020,MDV,105646000
2020,MLI,2145725000
2020,MLT,..
2020,MHL,..
2020,MRT,417895000
2020,MUS,189118000
2020,MEX,15714073000
2020,FSM,..
2020,MDA,791671000
2020,MCO,..
2020,MNG,759735000
2020,MNE,251809000
2020,MAR,7886079000
2020,MOZ,3224074000
2020,MMR,1803872000
2020,NAM,..
2020,NRU,..
2020,NPL,3469471000
2020,NLD,..
2020,NCL,..
2020,NZL,..
2020,NIC,771265000
2020,NER,1694278000
2020,NGA,11415171000
2020,MKD,855676000
2020,MNP,..
2020,NOR,..
2020,OMN,..
2020,PAK,17175929000
2020,PLW,..
2020,PAN,1455889000
2020,PNG,480105000
2020,PRY,852076000
2020,PER,3441380000
2020,PHL,8100178000
2020,POL,..
2020,PRT,..
2020,PRI,..
2020,QAT,..
2020,ROU,5381895000
2020,RUS,235786000
2020,RWA,2431874000
2020,WSM,114636000
2020,SMR,..
2020,STP,11335000
2020,SAU,..
2020,SEN,3102239000
2020,SRB,2891031000
2020,SYC,..
2020,SLE,432497000
2020,SGP,..
2020,SXM,..
2020,SVK,..
2020,SVN,..
2020,SLB,47831000
2020,SOM,137953000
2020,ZAF,2082195000
2020,SSD,..
2020,ESP,..
2020,LKA,3492317000
2020,KNA,..
2020,LCA,108254000
2020,MAF,..
2020,VCT,117145000
2020,SDN,1233772000
2020,SUR,4616000
2020,SWE,..
2020,CHE,..
2020,SYR,14052000
2020,TJK,355992000
2020,TZA,8148305000
2020,THA,836752000
2020,TLS,47602000
2020,TGO,265171000
2020,TON,44961000
2020,TTO,..
2020,TUN,4195666000
2020,TUR,11925339000
2020,TKM,..
2020,TCA,..
2020,TUV,..
2020,UGA,4299571000
2020,UKR,5741218000
2020,ARE,..
2020,GBR,..
2020,USA,..
2020,URY,..
2020,UZB,3733530000
2020,VUT,91605000
2020,VEN,..
2020,VNM,16378462000
2020,VIR,..
2020,PSE,..
2020,YEM,1487632000
2020,ZMB,1295958000
2020,ZWE,910318000
2020,AFE,..
2020,AFW,..
2020,ARB,..
2020,CSS,..
2020,CEB,..
2020,EAR,..
2020,EAS,..
2020,EAP,66154092000
2020,TEA,..
2020,EMU,..
2020,ECS,..
2020,ECA,42114950000
2020,TEC,..
2020,EUU,..
2020,FCS,..
2020,HPC,..
2020,HIC,..
2020,IBD,..
2020,IBT,..
2020,IDB,..
2020,IDX,90505242000
2020,IDA,..
2020,LTE,..
2020,LCN,..
2020,LAC,67263574000
2020,TLA,..
2020,LDC,..
2020,LMY,377146147000
2020,LIC,..
2020,LMC,200625238000
2020,MEA,..
2020,MNA,33462128000
2020,TMN,..
2020,MIC,340188575000
2020,NAC,..
2020,INX,..
2020,OED,..
2020,OSS,..
2020,PSS,..
2020,PST,..
2020,PRE,..
2020,SST,..
2020,SAS,82073477000
2020,TSA,..
2020,SSF,..
2020,SSA,86077926000
2020,TSS,..
2020,UMC,139563337000
2020,WLD,..
2021,AFG,328556000
2021,ALB,1409341000
2021,DZA,..
2021,ASM,..
2021,AND,..
2021,AGO,2481291000
2021,ATG,..
2021,ARG,8517436000
2021,ARM,1762597000
2021,ABW,..
2021,AUS,..
2021,AUT,..
2021,AZE,1680673000
2021,BHS,..
2021,BHR,..
2021,BGD,17831710000
2021,BRB,..
2021,BLR,1001535000
2021,BEL,..
2021,BLZ,37614000
2021,BEN,1368984000
2021,BMU,..
2021,BTN,352623000
2021,BOL,1416330000
2021,BIH,1585845000
2021,BWA,470278000
2021,BRA,15419265000
2021,VGB,..
2021,BRN,..
2021,BGR,575274000
2021,BFA,2145910000
2021,BDI,132123000
2021,CPV,523436000
2021,KHM,727438000
2021,CMR,2068000000
2021,CAN,..
2021,CYM,..
2021,CAF,133096000
2021,TCD,169084000
2021,CHI,..
2021,CHL,..
2021,CHN,16584800000
2021,COL,13514830000
2021,COM,21767000
2021,COD,1772407000
2021,COG,413191000
2021,CRI,1291554000
2021,CIV,2488088000
2021,HRV,..
2021,CUB,..
2021,CUW,..
2021,CYP,..
2021,CZE,..
2021,DNK,..
2021,DJI,215057000
2021,DMA,88158000
2021,DOM,1184722000
2021,ECU,2897306000
2021,EGY,12036692000
2021,SLV,768191000
2021,GNQ,..
2021,ERI,437218000
2021,EST,..
2021,SWZ,86753000
2021,ETH,11169951000
2021,FRO,..
2021,FJI,326303000
2021,FIN,..
2021,FRA,..
2021,PYF,..
2021,GAB,654304000
2021,GMB,131163000
2021,GEO,2042759000
2021,DEU,..
2021,GHA,4663478000
2021,GIB,..
2021,GRC,..
2021,GRL,..
2021,GRD,187040000
2021,GUM,..
2021,GTM,1688967000
2021,GIN,620587000
2021,GNB,181755000
2021,GUY,92417000
2021,HTI,..
2021,HND,1015398000
2021,HKG,..
2021,HUN,..
2021,ISL,..
2021,IND,39741584000
2021,IDN,19622457000
2021,IRN,75897000
2021,IRQ,3605660000
2021,IRL,..
2021,IMN,..
2021,ISR,..
2021,ITA,..
2021,JAM,1061786000
2021,JPN,..
2021,JOR,3723224000
2021,KAZ,3463170000
2021,KEN,10228332000
2021,KIR,..
2021,PRK,..
2021,KOR,..
2021,XKX,313047000
2021,KWT,..
2021,KGZ,652708000
2021,LAO,740354000
2021,LVA,..
2021,LBN,663441000
2021,LSO,424290000
2021,LBR,616289000
2021,LBY,..
2021,LIE,..
2021,LTU,..
2021,LUX,..
2021,MAC,..
2021,MDG,2010445000
2021,MWI,1176911000
2021,MYS,..
2021,MDV,101078000
2021,MLI,2130599000
2021,MLT,..
2021,MHL,..
2021,MRT,414612000
2021,MUS,158427000
2021,MEX,15236821000
2021,FSM,..
2021,MDA,813409000
2021,MCO,..
2021,MNG,809199000
2021,MNE,231515000
2021,MAR,8117694000
2021,MOZ,3147317000
2021,MMR,1768752000
2021,NAM,..
2021,NRU,..
2021,NPL,3966347000
2021,NLD,..
2021,NCL,..
2021,NZL,..
2021,NIC,871785000
2021,NER,1862544000
2021,NGA,12310415000
2021,MKD,799089000
2021,MNP,..
2021,NOR,..
2021,OMN,..
2021,PAK,18261921000
2021,PLW,..
2021,PAN,..
2021,PNG,562232000
2021,PRY,881862000
2021,PER,4685302000
2021,PHL,9740428000
2021,POL,..
2021,PRT,..
2021,PRI,..
2021,QAT,..
2021,ROU,..
2021,RUS,177959000
2021,RWA,2574613000
2021,WSM,107785000
2021,SMR,..
2021,STP,10692000
2021,SAU,..
2021,SEN,3256761000
2021,SRB,2655416000
2021,SYC,..
2021,SLE,463801000
2021,SGP,..
2021,SXM,..
2021,SVK,..
2021,SVN,..
2021,SLB,46659000
2021,SOM,121806000
2021,ZAF,1852574000
2021,SSD,..
2021,ESP,..
2021,LKA,3739693000
2021,KNA,..
2021,LCA,150248000
2021,MAF,..
2021,VCT,201965000
2021,SDN,345901000
2021,SUR,4616000
2021,SWE,..
2021,CHE,..
2021,SYR,14052000
2021,TJK,358195000
2021,TZA,8290483000
2021,THA,749800000
2021,TLS,50692000
2021,TGO,287742000
2021,TON,43603000
2021,TTO,..
2021,TUN,4063476000
2021,TUR,11179330000
2021,TKM,15005000
2021,TCA,..
2021,TUV,..
2021,UGA,4453169000
2021,UKR,6622969000
2021,ARE,..
2021,GBR,..
2021,USA,..
2021,URY,..
2021,UZB,4327528000
2021,VUT,97933000
2021,VEN,..
2021,VNM,16007662000
2021,VIR,..
2021,PSE,..
2021,YEM,1368207000
2021,ZMB,1377308000
2021,ZWE,892921000
2021,AFE,..
2021,AFW,..
2021,ARB,..
2021,CSS,..
2021,CEB,..
2021,EAR,..
2021,EAS,..
2021,EAP,67986097000
2021,TEA,..
2021,EMU,..
2021,ECS,..
2021,ECA,41667364000
2021,TEC,..
2021,EUU,..
2021,FCS,..
2021,HPC,..
2021,HIC,..
2021,IBD,..
2021,IBT,..
2021,IDB,..
2021,IDX,93154291000
2021,IDA,..
2021,LTE,..
2021,LCN,..
2021,LAC,71121196000
2021,TLA,..
2021,LDC,..
2021,LMY,389522385000
2021,LIC,..
2021,LMC,210654795000
2021,MEA,..
2021,MNA,33883400000
2021,TMN,..
2021,MIC,352347726000
2021,NAC,..
2021,INX,..
2021,OED,..
2021,OSS,..
2021,PSS,..
2021,PST,..
2021,PRE,..
2021,SST,..
2021,SAS,84323512000
2021,TSA,..
2021,SSF,..
2021,SSA,90540816000
2021,TSS,..
2021,UMC,141692931000
2021,WLD,..
2022,AFG,303410000
2022,ALB,1309852000
2022,DZA,..
2022,ASM,..
2022,AND,..
2022,AGO,3235449000
2022,ATG,..
2022,ARG,9205452000
2022,ARM,1658539000
2022,ABW,..
2022,AUS,..
2022,AUT,..
2022,AZE,1487327000
2022,BHS,..
2022,BHR,..
2022,BGD,18225852000
2022,BRB,..
2022,BLR,993141000
2022,BEL,..
2022,BLZ,35912000
2022,BEN,1554968000
2022,BMU,..
2022,BTN,389896000
2022,BOL,1444827000
2022,BIH,1423077000
2022,BWA,520796000
2022,BRA,16061457000
2022,VGB,..
2022,BRN,..
2022,BGR,470862000
2022,BFA,2187144000
2022,BDI,121629000
2022,CPV,546522000
2022,KHM,935883000
2022,CMR,2233908000
2022,CAN,..
2022,CYM,..
2022,CAF,125670000
2022,TCD,155382000
2022,CHI,..
2022,CHL,..
2022,CHN,16067277000
2022,COL,15121765000
2022,COM,33083000
2022,COD,2124777000
2022,COG,543482000
2022,CRI,1561551000
2022,CIV,3117031000
2022,HRV,..
2022,CUB,..
2022,CUW,..
2022,CYP,..
2022,CZE,..
2022,DNK,..
2022,DJI,229727000
2022,DMA,121373000
2022,DOM,1174426000
2022,ECU,4352867000
2022,EGY,12318352000
2022,SLV,879389000
2022,GNQ,..
2022,ERI,415743000
2022,EST,..
2022,SWZ,175079000
2022,ETH,11211404000
2022,FRO,..
2022,FJI,468447000
2022,FIN,..
2022,FRA,..
2022,PYF,..
2022,GAB,648648000
2022,GMB,125787000
2022,GEO,2009079000
2022,DEU,..
2022,GHA,4746742000
2022,GIB,..
2022,GRC,..
2022,GRL,..
2022,GRD,211591000
2022,GUM,..
2022,GTM,2114448000
2022,GIN,616385000
2022,GNB,187008000
2022,GUY,117457000
2022,HTI,..
2022,HND,935739000
2022,HKG,..
2022,HUN,..
2022,ISL,..
2022,IND,38257424000
2022,IDN,20627477000
2022,IRN,129499000
2022,IRQ,3460491000
2022,IRL,..
2022,IMN,..
2022,ISR,..
2022,ITA,..
2022,JAM,1031551000
2022,JPN,..
2022,JOR,3969759000
2022,KAZ,3576185000
2022,KEN,11052655000
2022,KIR,..
2022,PRK,..
2022,KOR,..
2022,XKX,341911000
2022,KWT,..
2022,KGZ,636486000
2022,LAO,756407000
2022,LVA,..
2022,LBN,845610000
2022,LSO,426737000
2022,LBR,703282000
2022,LBY,..
2022,LIE,..
2022,LTU,..
2022,LUX,..
2022,MAC,..
2022,MDG,2042922000
2022,MWI,1319202000
2022,MYS,..
2022,MDV,95196000
2022,MLI,2032953000
2022,MLT,..
2022,MHL,..
2022,MRT,384918000
2022,MUS,130741000
2022,MEX,15595886000
2022,FSM,..
2022,MDA,927507000
2022,MCO,..
2022,MNG,798340000
2022,MNE,208125000
2022,MAR,8669442000
2022,MOZ,2983652000
2022,MMR,1641380000
2022,NAM,..
2022,NRU,..
2022,NPL,4154552000
2022,NLD,..
2022,NCL,..
2022,NZL,..
2022,NIC,885652000
2022,NER,2309874000
2022,NGA,13995811000
2022,MKD,760847000
2022,MNP,..
2022,NOR,..
2022,OMN,..
2022,PAK,18070538000
2022,PLW,..
2022,PAN,..
2022,PNG,544920000
2022,PRY,886624000
2022,PER,4859932000
2022,PHL,10648509000
2022,POL,..
2022,PRT,..
2022,PRI,..
2022,QAT,..
2022,ROU,..
2022,RUS,0
2022,RWA,2695944000
2022,WSM,99138000
2022,SMR,..
2022,STP,9859000
2022,SAU,..
2022,SEN,3661497000
2022,SRB,2439763000
2022,SYC,..
2022,SLE,466066000
2022,SGP,..
2022,SXM,..
2022,SVK,..
2022,SVN,..
2022,SLB,58017000
2022,SOM,104582000
2022,ZAF,2786805000
2022,SSD,..
2022,ESP,..
2022,LKA,3837441000
2022,KNA,..
2022,LCA,156720000
2022,MAF,..
2022,VCT,214300000
2022,SDN,294392000
2022,SUR,5669000
2022,SWE,..
2022,CHE,..
2022,SYR,14052000
2022,TJK,368645000
2022,TZA,9228325000
2022,THA,666400000
2022,TLS,52959000
2022,TGO,360123000
2022,TON,40768000
2022,TTO,..
2022,TUN,4135581000
2022,TUR,11261816000
2022,TKM,20000000
2022,TCA,..
2022,TUV,..
2022,UGA,4631367726.1
2022,UKR,8773109000
2022,ARE,..
2022,GBR,..
2022,USA,..
2022,URY,..
2022,UZB,5527909000
2022,VUT,98210000
2022,VEN,..
2022,VNM,15108866000
2022,VIR,..
2022,PSE,..
2022,YEM,1224656000
2022,ZMB,2047030000
2022,ZWE,866537000
2022,AFE,..
2022,AFW,..
2022,ARB,..
2022,CSS,..
2022,CEB,..
2022,EAR,..
2022,EAS,..
2022,EAP,68612998000
2022,TEA,..
2022,EMU,..
2022,ECS,..
2022,ECA,44194180000
2022,TEC,..
2022,EUU,..
2022,FCS,..
2022,HPC,..
2022,HIC,..
2022,IBD,..
2022,IBT,..
2022,IDB,..
2022,IDX,97815953726.1
2022,IDA,..
2022,LTE,..
2022,LCN,..
2022,LAC,76857131000
2022,TLA,..
2022,LDC,..
2022,LMY,407157698726.1
2022,LIC,..
2022,LMC,221024687000
2022,MEA,..
2022,MNA,34997169000
2022,TMN,..
2022,MIC,369016677000
2022,NAC,..
2022,INX,..
2022,OED,..
2022,OSS,..
2022,PSS,..
2022,PST,..
2022,PRE,..
2022,SST,..
2022,SAS,83334309000
2022,TSA,..
2022,SSF,..
2022,SSA,99161911726.1
2022,TSS,..
2022,UMC,147991990000
2022,WLD,..
2023,AFG,..
2023,ALB,..
2023,DZA,..
2023,ASM,..
2023,AND,..
2023,AGO,..
2023,ATG,..
2023,ARG,..
2023,ARM,..
2023,ABW,..
2023,AUS,..
2023,AUT,..
2023,AZE,..
2023,BHS,..
2023,BHR,..
2023,BGD,..
2023,BRB,..
2023,BLR,..
2023,BEL,..
2023,BLZ,..
2023,BEN,..
2023,BMU,..
2023,BTN,..
2023,BOL,..
2023,BIH,..
2023,BWA,..
2023,BRA,..
2023,VGB,..
2023,BRN,..
2023,BGR,..
2023,BFA,..
2023,BDI,..
2023,CPV,..
2023,KHM,..
2023,CMR,..
2023,CAN,..
2023,CYM,..
2023,CAF,..
2023,TCD,..
2023,CHI,..
2023,CHL,..
2023,CHN,..
2023,COL,..
2023,COM,..
2023,COD,..
2023,COG,..
2023,CRI,..
2023,CIV,..
2023,HRV,..
2023,CUB,..
2023,CUW,..
2023,CYP,..
2023,CZE,..
2023,DNK,..
2023,DJI,..
2023,DMA,..
2023,DOM,..
2023,ECU,..
2023,EGY,..
2023,SLV,..
2023,GNQ,..
2023,ERI,..
2023,EST,..
2023,SWZ,..
2023,ETH,..
2023,FRO,..
2023,FJI,..
2023,FIN,..
2023,FRA,..
2023,PYF,..
2023,GAB,..
2023,GMB,..
2023,GEO,..
2023,DEU,..
2023,GHA,..
2023,GIB,..
2023,GRC,..
2023,GRL,..
2023,GRD,..
2023,GUM,..
2023,GTM,..
2023,GIN,..
2023,GNB,..
2023,GUY,..
2023,HTI,..
2023,HND,..
2023,HKG,..
2023,HUN,..
2023,ISL,..
2023,IND,..
2023,IDN,..
2023,IRN,..
2023,IRQ,..
2023,IRL,..
2023,IMN,..
2023,ISR,..
2023,ITA,..
2023,JAM,..
2023,JPN,..
2023,JOR,..
2023,KAZ,..
2023,KEN,..
2023,KIR,..
2023,PRK,..
2023,KOR,..
2023,XKX,..
2023,KWT,..
2023,KGZ,..
2023,LAO,..
2023,LVA,..
2023,LBN,..
2023,LSO,..
2023,LBR,..
2023,LBY,..
2023,LIE,..
2023,LTU,..
2023,LUX,..
2023,MAC,..
2023,MDG,..
2023,MWI,..
2023,MYS,..
2023,MDV,..
2023,MLI,..
2023,MLT,..
2023,MHL,..
2023,MRT,..
2023,MUS,..
2023,MEX,..
2023,FSM,..
2023,MDA,..
2023,MCO,..
2023,MNG,..
2023,MNE,..
2023,MAR,..
2023,MOZ,..
2023,MMR,..
2023,NAM,..
2023,NRU,..
2023,NPL,..
2023,NLD,..
2023,NCL,..
2023,NZL,..
2023,NIC,..
2023,NER,..
2023,NGA,..
2023,MKD,..
2023,MNP,..
2023,NOR,..
2023,OMN,..
2023,PAK,..
2023,PLW,..
2023,PAN,..
2023,PNG,..
2023,PRY,..
2023,PER,..
2023,PHL,..
2023,POL,..
2023,PRT,..
2023,PRI,..
2023,QAT,..
2023,ROU,..
2023,RUS,..
2023,RWA,..
2023,WSM,..
2023,SMR,..
2023,STP,..
2023,SAU,..
2023,SEN,..
2023,SRB,..
2023,SYC,..
2023,SLE,..
2023,SGP,..
2023,SXM,..
2023,SVK,..
2023,SVN,..
2023,SLB,..
2023,SOM,..
2023,ZAF,..
2023,SSD,..
2023,ESP,..
2023,LKA,..
2023,KNA,..
2023,LCA,..
2023,MAF,..
2023,VCT,..
2023,SDN,..
2023,SUR,..
2023,SWE,..
2023,CHE,..
2023,SYR,..
2023,TJK,..
2023,TZA,..
2023,THA,..
2023,TLS,..
2023,TGO,..
2023,TON,..
2023,TTO,..
2023,TUN,..
2023,TUR,..
2023,TKM,..
2023,TCA,..
2023,TUV,..
2023,UGA,..
2023,UKR,..
2023,ARE,..
2023,GBR,..
2023,USA,..
2023,URY,..
2023,UZB,..
2023,VUT,..
2023,VEN,..
2023,VNM,..
2023,VIR,..
2023,PSE,..
2023,YEM,..
2023,ZMB,..
2023,ZWE,..
2023,AFE,..
2023,AFW,..
2023,ARB,..
2023,CSS,..
2023,CEB,..
2023,EAR,..
2023,EAS,..
2023,EAP,..
2023,TEA,..
2023,EMU,..
2023,ECS,..
2023,ECA,..
2023,TEC,..
2023,EUU,..
2023,FCS,..
2023,HPC,..
2023,HIC,..
2023,IBD,..
2023,IBT,..
2023,IDB,..
2023,IDX,..
2023,IDA,..
2023,LTE,..
2023,LCN,..
2023,LAC,..
2023,TLA,..
2023,LDC,..
2023,LMY,..
2023,LIC,..
2023,LMC,..
2023,MEA,..
2023,MNA,..
2023,TMN,..
2023,MIC,..
2023,NAC,..
2023,INX,..
2023,OED,..
2023,OSS,..
2023,PSS,..
2023,PST,..
2023,PRE,..
2023,SST,..
2023,SAS,..
2023,TSA,..
2023,SSF,..
2023,SSA,..
2023,TSS,..
2023,UMC,..
2023,WLD,..
